Brand,Model,Selling_Price,KM_Driven
Renault,Renault KWID RXT,280000,50000
Maruti,Maruti Alto K10 2010-2014 VXI,200000,40000
Chevrolet,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,110000,38500
Hyundai,Hyundai i10 Magna,140000,103921
Hyundai,Hyundai Creta 1.4 EX Diesel,1050000,10000
Honda,Honda City i-VTEC VX,1150000,14825
Honda,Honda BR-V i-DTEC VX MT,910000,43377
Ford,Ford Figo Diesel Titanium,160000,102307
Maruti,Maruti Zen LX,105000,79000
Skoda,Skoda Octavia Elegance 2.0 TDI AT,1200000,135000
Renault,Renault KWID 1.0 RXT Optional,300000,10500
Maruti,Maruti Wagon R LXI,70000,90000
Chevrolet,Chevrolet Beat Diesel,160000,110000
Chevrolet,Chevrolet Beat Diesel LS,160000,50000
Chevrolet,Chevrolet Sail Hatchback LT ABS,225000,80000
Honda,Honda Jazz 1.5 VX i DTEC,790000,19571
Honda,Honda City 1.3 EXI,145000,100000
Honda,Honda City i-VTEC ZX,1200000,29600
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000
Hyundai,Hyundai EON D Lite,210000,30000
Hyundai,Hyundai Getz 1.5 CRDi GVS,110000,154000
Maruti,Maruti Swift LXI,175000,70000
Maruti,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,950000,15000
Renault,Renault Lodgy Stepway 85PS RXZ 8S,650000,40000
Maruti,Maruti Swift VXI,550000,51000
Maruti,Maruti Alto LX BSIII,85000,120000
Maruti,Maruti Celerio LXI MT BSIV,340000,50000
Renault,Renault Captur 1.5 Diesel RXT,825000,13500
Toyota,Toyota Etios 1.5 V,509999,35000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Maruti,Maruti Baleno Alpha 1.3,650000,70000
Chevrolet,Chevrolet Spark 1.0 LS,140000,60000
Maruti,Maruti Alto LXi,150000,70000
Datsun,Datsun GO Plus A Option Petrol,450000,10000
Hyundai,Hyundai Accent CRDi,170000,245244
Renault,Renault KWID 1.0 RXT Optional,400000,60000
Tata,Tata Tiago 1.2 Revotron XE,300000,30000
Maruti,Maruti Alto 800 Base,250000,8000
Tata,Tata Tigor 1.2 Revotron XM,500000,10000
Hyundai,Hyundai Accent CRDi,85000,100000
Nissan,Nissan Sunny Diesel XL,300000,110000
Hyundai,Hyundai Santro GS,80000,56580
Mahindra,Mahindra XUV500 AT W8 FWD,740000,45000
Hyundai,Hyundai Santro Xing XG,70000,68500
Hyundai,Hyundai Santro Sportz AMT,484999,5007
Nissan,Nissan Micra Active XV S,164000,30000
Honda,Honda City 1.5 V AT,140000,70000
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Elegance,999000,49600
Maruti,Maruti Alto LXI,56000,23000
BMW,BMW 7 Series 730Ld,1050000,30000
Hyundai,Hyundai Verna 1.6 VTVT,190000,38000
Audi,Audi Q5 3.0 TDI Quattro Technology,3899000,22000
Hyundai,Hyundai i10 Sportz 1.2,235000,43100
Datsun,Datsun GO Plus T,350000,10171
Renault,Renault Duster 110PS Diesel RxL,465000,41123
Toyota,Toyota Camry Hybrid 2.5,1900000,20118
Honda,Honda City i DTec SV,450000,40000
Volkswagen,Volkswagen Jetta 2.0L TDI Highline,790000,52517
Mahindra,Mahindra Marazzo M2 8Str,900000,20000
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,450000,99117
Chevrolet,Chevrolet Spark 1.0 LS,135000,90000
Maruti,Maruti Celerio ZXI MT BSIV,425000,3700
Tata,Tata Indica Vista Terra 1.4 TDI,100000,80000
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,100000
Tata,Tata Indica Vista Aqua 1.4 TDI,90000,54000
Hyundai,Hyundai EON Era Plus,250000,19000
Maruti,Maruti Swift Dzire VDI,300000,120000
Maruti,Maruti Wagon R VXI BS IV,275000,30000
Honda,Honda BRV i-VTEC V MT,600000,43500
Renault,Renault KWID RXT,270000,60000
Renault,Renault KWID RXT Optional,240000,70000
Skoda,Skoda Octavia Elegance 2.0 TDI AT,1200000,135000
Chevrolet,Chevrolet Beat Diesel LS,160000,50000
Honda,Honda Jazz 1.5 VX i DTEC,790000,19571
Honda,Honda City i-VTEC ZX,1200000,29600
Maruti,Maruti Swift LXI,175000,70000
Maruti,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,950000,15000
Maruti,Maruti Celerio LXI MT BSIV,340000,50000
Renault,Renault Captur 1.5 Diesel RXT,825000,13500
Audi,Audi A4 30 TFSI Technology,3100000,22000
Honda,Honda Amaze VX Diesel BSIV,780000,25000
Toyota,Toyota Corolla Altis 1.8 VL AT,350000,80000
Honda,Honda Amaze VX Petrol BSIV,690000,39000
Maruti,Maruti Alto 800 VXI,245000,60000
Honda,Honda Amaze VX Diesel BSIV,790000,49000
Honda,Honda Amaze VX i-VTEC,680000,48600
Hyundai,Hyundai Grand i10 Asta Option,540000,20000
Mahindra,Mahindra KUV 100 mFALCON G80 K2,425000,25000
Maruti,Maruti Zen Estilo Sports,140000,120000
Maruti,Maruti Ertiga ZDI Plus,1100000,30000
Renault,Renault Lodgy 85PS RxL,715000,35000
Maruti,Maruti Swift VXI,370000,90000
Hyundai,Hyundai Verna CRDi ABS,175000,80000
Mercedes-Benz,Mercedes-Benz E-Class 230,1000000,35000
Maruti,Maruti Alto 800 LXI,92800,25000
Tata,Tata Xenon XT EX 4X2,291000,90000
Maruti,Maruti Alto 800 LXI,92800,25000
Renault,Renault KWID 1.0 RXT Optional,350000,20000
Maruti,Maruti Omni 5 Str STD,65000,60000
Maruti,Maruti Swift Dzire VDI,650000,58000
Maruti,Maruti Wagon R LX BS IV,350000,40000
Maruti,Maruti Wagon R LXI,75000,70000
Hyundai,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),440000,70000
Hyundai,Hyundai Santro Xing GLS,270000,60000
Toyota,Toyota Innova 2.5 V Diesel 7-seater,1150000,135000
Maruti,Maruti Omni 8 Seater BSII,238000,70000
Mercedes-Benz,Mercedes-Benz B Class B180 Sports,1100000,40000
Mahindra,Mahindra XUV500 W10 2WD,1200000,75000
Skoda,Skoda Fabia 1.2L Diesel Ambiente,260000,150000
Toyota,Toyota Etios VD,350000,140000
Toyota,Toyota Etios Liva VD,480000,70000
Toyota,Toyota Etios Liva GD,345000,137250
Mahindra,Mahindra Scorpio M2DI,500000,110000
Hyundai,Hyundai Grand i10 Asta Option,595000,27000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,1295000,9000
Volkswagen,Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400
Renault,Renault KWID Climber 1.0 MT Opt BSIV,541000,1000
Hyundai,Hyundai Santro Asta,515000,16000
Ford,Ford Figo Aspire Titanium Plus Diesel,894999,13000
Renault,Renault Pulse RxZ Optional,325000,47000
Maruti,Maruti Ciaz 1.4 Alpha,925000,22000
Nissan,Nissan Terrano XL P,844999,30000
Maruti,Maruti Ciaz 1.4 Alpha,925000,20000
Tata,Tata Manza Club Class Quadrajet90 LX,300000,60000
Toyota,Toyota Camry M/t,650000,75000
Maruti,Maruti Alto K10 LXI,175000,64000
Maruti,Maruti SX4 S Cross DDiS 320 Delta,325000,80000
Renault,Renault Duster 85PS Diesel RxZ,600000,90000
Maruti,Maruti Swift ZXI Plus,700000,30000
Toyota,Toyota Corolla H3,95000,120000
Maruti,Maruti Celerio ZXI,490000,20000
Tata,Tata Safari DICOR 2.2 EX 4x2,380000,100000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,550000,31000
Maruti,Maruti Alto 800 LXI,225000,47000
Tata,Tata Nexon 1.2 Revotron XM,570000,11200
Maruti,Maruti Alto 800 LXI,305000,35000
Maruti,Maruti Wagon R Duo Lxi,240000,50000
Maruti,Maruti Ertiga SHVS VDI,700000,55000
Maruti,Maruti Omni E MPI STD BS IV,288000,20000
Mahindra,Mahindra Bolero B4,800000,75000
Maruti,Maruti Celerio VXI,430000,93000
Chevrolet,Chevrolet Beat Diesel LT Option,195000,57000
Maruti,Maruti Eeco Smiles 5 Seater AC,325000,30000
Renault,Renault Duster 85PS Diesel RxE,450000,73000
Maruti,Maruti Swift Dzire VDI,630000,65000
Maruti,Maruti Swift 1.3 VXi,250000,62000
Hyundai,Hyundai Santro GLS I - Euro II,135000,85000
Chevrolet,Chevrolet Spark 1.0 PS,110000,73000
Maruti,Maruti Swift ZDi,350000,55000
Maruti,Maruti Omni E MPI STD BS IV,240000,5800
Toyota,Toyota Innova 2.5 V Diesel 8-seater,350000,350000
Maruti,Maruti Swift ZXI Plus,600000,30000
Maruti,Maruti Swift Dzire VDI,750000,20000
Hyundai,Hyundai EON Era Plus,270000,20000
Maruti,Maruti Alto LXi,90000,100000
Maruti,Maruti Wagon R Stingray VXI,350000,65000
Ford,Ford Figo Diesel Celebration Edition,285000,90000
Toyota,Toyota Innova 2.5 E Diesel MS 7-seater,665000,267000
Mahindra,Mahindra Scorpio 2.6 CRDe,175000,250000
Mahindra,Mahindra Xylo D2,350000,140000
Honda,Honda City i-VTEC CVT ZX,1225000,22000
Honda,Honda Jazz Select Edition Active,285000,60000
Honda,Honda City i-VTEC VX,1000000,28635
Honda,Honda Amaze VX Diesel BSIV,780000,32114
Maruti,Maruti Celerio VXI,300000,82000
Maruti,Maruti Swift VXI BSIII,160000,95149
Honda,Honda Amaze VX i-VTEC,625000,68458
Maruti,Maruti Ritz VXi,265000,42000
Honda,Honda City i DTEC V,515000,90000
Hyundai,Hyundai EON D Lite,210000,30000
Maruti,Maruti Alto LXi,140000,80000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,940000,128000
Nissan,Nissan Terrano XV Premium 110 PS,750000,80000
Maruti,Maruti Baleno Alpha 1.3,610000,100000
Nissan,Nissan Sunny XV D Premium Leather,450000,50000
Toyota,Toyota Etios Liva GD,409999,56000
Hyundai,Hyundai EON 1.0 Era Plus,100000,21302
Hyundai,Hyundai i20 Active 1.4 SX,650000,100000
Mahindra,Mahindra TUV 300 T8,650000,80000
Hyundai,Hyundai Getz 1.3 GLS,150000,105546
Toyota,Toyota Etios Liva 1.2 V,500000,10000
Toyota,Toyota Innova 2.5 GX 7 STR BSIV,1000000,80000
Hyundai,Hyundai i20 Magna Optional 1.2,340000,35000
Hyundai,Hyundai Elite i20 Asta Option BSIV,800000,11240
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,1010000,120000
Toyota,Toyota Etios GD,350000,120000
Maruti,Maruti Swift VDI BSIV,595000,70000
Mahindra,Mahindra Scorpio VLX 2WD BSIV,700000,130000
Renault,Renault KWID RXL,265000,40000
Maruti,Maruti Alto K10 VXI,320000,60000
Honda,Honda City 1.5 S MT,310000,110000
Honda,Honda City i DTEC VX,700000,130000
Maruti,Maruti Alto LXi BSIII,130000,80000
Maruti,Maruti Swift Dzire VDi,150000,120000
Honda,Honda Amaze E i-Dtech,300000,104000
Maruti,Maruti Swift Dzire LXi,150000,100000
Honda,Honda City 1.3 EXI,120000,132343
Hyundai,Hyundai Creta 1.4 CRDi S Plus,950000,90000
Maruti,Maruti Wagon R VXI BS IV,100000,60000
Honda,Honda Jazz 1.5 SV i DTEC,450000,76000
Maruti,Maruti 800 EX,30000,60000
Mahindra,Mahindra Renault Logan 1.6 Petrol GLSX,200000,30000
Tata,Tata Indigo LS,250000,96000
Mahindra,Mahindra Marazzo M8 8Str,1300000,10000
Toyota,Toyota Etios Liva 1.4 VD,425000,36000
Honda,Honda Amaze VX O iDTEC,550000,12997
Maruti,Maruti Ciaz 1.4 AT Zeta,500000,40000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,1150000,26430
Maruti,Maruti Swift 1.3 VXI ABS,475000,24600
Maruti,Maruti Wagon R LXI,260000,28481
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,350000,100000
Mahindra,Mahindra XUV500 W8 2WD,750000,41988
Maruti,Maruti Wagon R LXI,180000,30375
Renault,Renault KWID Climber 1.0 AMT BSIV,350000,7658
Maruti,Maruti Swift Dzire VDI,611000,34400
Renault,Renault KWID RXL BSIV,325000,18500
Maruti,Maruti Alto VXi,280000,26134
Maruti,Maruti Wagon R AMT VXI,300000,28942
Mahindra,Mahindra XUV500 W8 2WD,711000,53600
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,851000,53652
Maruti,Maruti Ritz VDi,260000,52895
Hyundai,Hyundai Verna SX Diesel,550000,42324
Mahindra,Mahindra XUV500 W10 1.99 mHawk,1044999,65000
Mahindra,Mahindra Scorpio EX,550000,60236
Maruti,Maruti Wagon R VXI BS IV,210000,70000
Maruti,Maruti Wagon R VXI BS IV,210000,70000
Mahindra,Mahindra Xylo E8,290000,100000
Fiat,Fiat 500 Lounge,250999,110000
Renault,Renault Triber RXT BSIV,600000,10300
Fiat,Fiat Grande Punto EVO 1.3 Active,270000,120000
Tata,Tata New Safari 4X4 EX,550000,142000
Mahindra,Mahindra TUV 300 mHAWK100 T8,800000,25000
Tata,Tata Altroz XE,500000,5000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,396000,28643
Honda,Honda City i DTEC VX,600000,50000
Maruti,Maruti Wagon R ZXI 1.2,575000,30000
Hyundai,Hyundai Santro Sportz BSIV,520000,5000
Mahindra,Mahindra XUV500 AT W10 FWD,1400000,30000
Maruti,Maruti Baleno Delta Automatic,600000,7600
Chevrolet,Chevrolet Beat Diesel LS,195000,47253
Maruti,Maruti Alto K10 VXI AGS,281000,4432
Tata,Tata Indica GLS BS IV,75000,110000
Hyundai,Hyundai Grand i10 Sportz,400000,25000
Tata,Tata Indica Vista Terra 1.4 TDI,93000,70000
Hyundai,Hyundai i20 Active S Petrol,560000,68523
Hyundai,Hyundai EON 1.0 Era Plus,400000,5000
Tata,Tata Tigor 1.2 Revotron XT,459999,40000
Hyundai,Hyundai Xcent 1.2 CRDi E,450000,43000
Maruti,Maruti Alto Green LXi (CNG),88000,80251
Hyundai,Hyundai i20 1.2 Era,250000,34500
Ford,Ford Ikon 1.4 ZXi,22000,42743
Chevrolet,Chevrolet Beat Diesel LS,130000,93900
Maruti,Maruti Zen VXi - BS III,79000,80000
Chevrolet,Chevrolet Beat Diesel LS,120000,110000
BMW,BMW 7 Series 730Ld,1700000,100000
Chevrolet,Chevrolet Optra Magnum 2.0 LT,300000,25000
Chevrolet,Chevrolet Optra Magnum 2.0 LT,300000,25000
Maruti,Maruti A-Star Lxi,145000,25000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,3200000,20000
Chevrolet,Chevrolet Spark 1.0 LT,240000,10000
Honda,Honda WR-V i-DTEC VX,700000,30000
Hyundai,Hyundai Accent GLX,145000,110000
Maruti,Maruti Ertiga VDI Limited Edition,535000,80000
Mahindra,Mahindra KUV 100 mFALCON G80 K2 Plus,420000,21000
Maruti,Maruti Alto K10 VXI,350000,20000
Maruti,Maruti Swift VDI BSIV,550000,32000
Mitsubishi,Mitsubishi Montero 3.2 MT,750000,180000
Tata,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,198000,70000
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,420000,50000
Hyundai,Hyundai i20 Magna Optional 1.4 CRDi,420000,50000
Ford,Ford Endeavour 4x2 XLT,195000,120000
Hyundai,Hyundai EON Sportz,150000,55766
Nissan,Nissan Micra XL,275000,40000
Maruti,Maruti 800 Std,65000,60000
Maruti,Maruti Swift LXi BSIV,200000,50000
Maruti,Maruti Swift Dzire VDi,250000,110000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Maruti,Maruti Ignis 1.3 Delta,590000,26350
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Tata,Tata Indigo CS LX (TDI) BS-III,225000,68745
Maruti,Maruti Alto 800 LXI,165000,132000
Mahindra,Mahindra Bolero Power Plus SLX,860000,35000
Mahindra,Mahindra XUV500 W6 2WD,900000,47000
Tata,Tata Indigo TDI,182000,100000
Tata,Tata Indica Vista Terra 1.4 TDI,100000,80000
Hyundai,Hyundai Santro Xing XL eRLX Euro III,100000,40000
Maruti,Maruti Alto K10 VXI AGS,375000,27289
Tata,Tata Tiago XZA AMT,525000,10980
Hyundai,Hyundai EON Era Plus,320000,24662
Maruti,Maruti Swift Dzire VDI,525000,37000
Nissan,Nissan Evalia XV,650000,28245
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,575000,27005
Hyundai,Hyundai i10 Magna,355000,39227
Mahindra,Mahindra KUV 100 D75 K4 Plus 5Str,470000,31367
Maruti,Maruti Wagon R LXI,221000,35008
Hyundai,Hyundai Santro Xing GLS,195000,27005
Maruti,Maruti Zen VX,85000,86000
Maruti,Maruti Swift VDI,400000,50000
Maruti,Maruti Baleno Delta 1.3,650000,20000
Hyundai,Hyundai i10 Magna 1.2,400000,50000
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,295000,80000
Maruti,Maruti Omni LPG STD BSIV,60000,135000
Maruti,Maruti Zen D PS,110000,120000
Fiat,Fiat Linea 1.3 Multijet Emotion,550000,113600
Hyundai,Hyundai Santro Xing GLS,190000,70000
Ford,Ford Aspire Titanium Plus Diesel BSIV,861999,20000
Ford,Ford Aspire Titanium Plus BSIV,782000,14000
Ford,Ford Freestyle Titanium Plus Diesel BSIV,836000,26000
Honda,Honda City i VTEC V,696000,138925
Honda,Honda Jazz 1.5 VX i DTEC,596000,121764
Honda,Honda Jazz 1.2 VX i VTEC,612000,105429
Maruti,Maruti Alto 800 LXI,114999,35000
Tata,Tata Bolt Quadrajet XE,340000,60000
Maruti,Maruti Swift ZXI Plus,550000,5000
Chevrolet,Chevrolet Aveo U-VA 1.2 LT,114999,70000
Maruti,Maruti Wagon R VXI,105000,80000
Maruti,Maruti Vitara Brezza ZDi,890000,20000
Tata,Tata Nexon 1.2 Revotron XZ Plus,715000,8000
Hyundai,Hyundai i20 Asta (o),525000,54000
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,735000,55300
Honda,Honda Amaze S i-VTEC,495000,11958
Hyundai,Hyundai Creta 1.6 SX Option,1025000,9000
Mahindra,Mahindra XUV500 W8 2WD,750000,70000
Renault,Renault Duster 85PS Diesel RxL Optional,600000,120000
Hyundai,Hyundai i20 Asta 1.2,475000,23122
Hyundai,Hyundai Santro Xing XO,80000,58000
Mahindra,Mahindra Bolero 2011-2019 SLE,325000,62200
Audi,Audi A6 2.0 TDI Premium Plus,1470000,34000
Fiat,Fiat Avventura MULTIJET Emotion,350000,53000
Audi,Audi A8 4.2 TDI,2800000,49000
Datsun,Datsun RediGO 1.0 S,210000,15000
Chevrolet,Chevrolet Cruze LT,349000,44500
Volkswagen,Volkswagen Jetta 1.4 TSI Comfortline,450000,50000
Audi,Audi A4 2.0 TDI 177 Bhp Premium Plus,1150000,53000
Honda,Honda Civic 1.8 V AT,210000,63500
Mercedes-Benz,Mercedes-Benz E-Class Exclusive E 200 BSIV,4500000,9800
Volkswagen,Volkswagen Polo GTI,825000,13599
BMW,BMW X1 sDrive 20d xLine,2750000,13000
Chevrolet,Chevrolet Beat Diesel,160000,110000
Mahindra,Mahindra Scorpio SLE BSIV,550000,100000
Maruti,Maruti Swift 1.3 VXI ABS,95000,110000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,725000,90000
Tata,Tata Tigor 1.2 Revotron XZ Option,670000,17000
Maruti,Maruti Alto LX,65000,140000
Mahindra,Mahindra Xylo D4,500000,50000
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,600000,53000
Maruti,Maruti Wagon R VXI Optional,350000,70000
Chevrolet,Chevrolet Beat Diesel LT,200000,70000
Hyundai,Hyundai Getz 1.5 CRDi GVS,110000,154000
Hyundai,Hyundai EON Sportz,150000,80000
Maruti,Maruti Zen D PS,75000,110000
Honda,Honda Amaze EX i-Dtech,350000,90000
Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1700000,15000
BMW,BMW X1 sDrive20d,890000,86000
Mahindra,Mahindra Scorpio M2DI,500000,120000
Hyundai,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,600000,5200
Chevrolet,Chevrolet Beat LS,99000,60000
Hyundai,Hyundai i10 Era 1.1 iTech SE,235000,46000
Tata,Tata Indigo GLX,75000,40000
Honda,Honda City i DTEC VX,600000,90000
Hyundai,Hyundai Verna CRDi 1.6 SX,1000000,25000
Hyundai,Hyundai Verna 1.6 SX,390000,90000
Volkswagen,Volkswagen Polo 1.5 TDI Highline,600000,70000
Hyundai,Hyundai i20 1.2 Spotz,600000,70000
Hyundai,Hyundai Elite i20 Magna Plus Diesel,730000,35000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,450000,12700
Maruti,Maruti Ritz LDi,250000,80000
Mahindra,Mahindra XUV500 W10 2WD,1400000,20000
Renault,Renault KWID 1.0 RXT Optional,300000,20000
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000
Fiat,Fiat Grande Punto Active (Diesel),125000,95000
BMW,BMW X1 sDrive 20d xLine,2600000,9500
Skoda,Skoda Fabia 1.2 MPI Ambition Plus,300000,50000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,295000,90000
Ford,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,650000,45839
Chevrolet,Chevrolet Aveo 1.4 LS,200000,74510
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,130000,87293
Ford,Ford Figo Diesel EXI,250000,156040
Ford,Ford Endeavour 2.5L 4X2 MT,400000,93415
Ford,Ford Aspire Titanium BSIV,430000,101159
Hyundai,Hyundai EON 1.0 Kappa Magna Plus,170000,80000
Tata,Tata Tiago 2019-2020 XZ,450000,12000
Maruti,Maruti Swift ZXI,350000,90000
Chevrolet,Chevrolet Spark 1.0 LT,130000,68519
Chevrolet,Chevrolet Beat Diesel LS,180000,55130
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,475000,65239
Volkswagen,Volkswagen Polo 1.2 MPI Comfortline,470000,58182
Ford,Ford Fiesta Diesel Trend,200000,91245
Mahindra,Mahindra XUV500 W8 2WD,650000,102989
Honda,Honda City 1.5 E MT,400000,50000
Maruti,Maruti Zen VXI,100000,120000
Maruti,Maruti Swift Dzire VDI,409999,90000
Maruti,Maruti Swift VDI BSIV,640000,25000
Maruti,Maruti Wagon R LXI Minor,160000,80000
Tata,Tata Indigo TDI,182000,100000
Maruti,Maruti Baleno Zeta 1.3,750000,70000
Mahindra,Mahindra Jeep MM 550 XDB,150000,50000
Maruti,Maruti Alto STD,80000,100000
Maruti,Maruti Celerio VDi,240000,90000
Maruti,Maruti Esteem Lxi,60000,60000
Maruti,Maruti Alto LX,70000,120000
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,285000,90000
Maruti,Maruti Swift VDI BSIV,350000,60000
Hyundai,Hyundai i20 Active 1.4 SX with AVN,699000,30000
Ford,Ford Figo Diesel ZXI,275000,108000
Hyundai,Hyundai i20 1.4 CRDi Magna,350000,160000
Maruti,Maruti Alto LXi BSIII,135000,90000
Mahindra,Mahindra Xylo E4 8S,325000,120000
Mahindra,Mahindra XUV500 W8 2WD,650000,102000
Mahindra,Mahindra Bolero SLE,300000,178000
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,1200000,200000
Ford,Ford Fiesta Petrol Trend,450000,60000
Tata,Tata Tiago 1.2 Revotron XE,425000,3000
Maruti,Maruti Alto LXi,150000,75118
Maruti,Maruti Ritz LDi,290000,140000
Hyundai,Hyundai Xcent 1.2 Kappa Base,335000,60000
Chevrolet,Chevrolet Optra 1.6,120000,79000
Ford,Ford Ikon 1.6 ZXI NXt,20000,25000
Hyundai,Hyundai Getz GLS,250000,70000
Hyundai,Hyundai Santro Xing GL Plus,120000,41723
Maruti,Maruti SX4 Vxi BSIV,250000,70000
Tata,Tata Indigo LS,220000,70000
Ford,Ford Ikon 1.3 Flair,61000,4637
Maruti,Maruti Swift VDI BSIV,620000,70000
Maruti,Maruti Swift Dzire LDIX Limited Edition,425000,100000
Tata,Tata Indica Vista Aqua 1.3 Quadrajet,85000,120000
Maruti,Maruti Swift 1.3 DLX,270000,40000
Maruti,Maruti Swift Vdi BSIII,180000,220000
Renault,Renault KWID 1.0 RXT Optional,300000,20000
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000
Fiat,Fiat Grande Punto Active (Diesel),125000,95000
Mahindra,Mahindra KUV 100 mFALCON G80 K2,450000,30000
Tata,Tata New Safari DICOR 2.2 VX 4x4,450000,42655
Renault,Renault KWID 1.0 RXL,250000,43000
Toyota,Toyota Innova 2.5 VX 8 STR BSIV,725000,70000
Hyundai,Hyundai i20 Magna,250000,55000
Fiat,Fiat Punto 1.3 Active,99000,80000
Renault,Renault KWID 1.0,350000,55000
Hyundai,Hyundai Xcent 1.2 VTVT E Plus,511000,70000
Maruti,Maruti Ritz VDi,300000,80000
Audi,Audi Q5 2.0 TFSI Quattro,1100000,110000
Hyundai,Hyundai i10 Sportz 1.2,125000,60000
Tata,Tata Tiago 1.2 Revotron XZ,500000,30000
Renault,Renault Duster 85PS Diesel RxL,385000,80000
Skoda,Skoda Rapid 1.6 MPI Elegance,350000,90000
Maruti,Maruti 800 Std BSIII,60000,50000
Hyundai,Hyundai Santro Xing GLS,300000,50000
Hyundai,Hyundai i20 1.4 CRDi Asta,400000,70000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,550000,110000
Nissan,Nissan Sunny XL,300000,80000
Maruti,Maruti Swift VDI,250000,156000
Toyota,Toyota Innova 2.5 GX 7 STR,800000,180000
